task_id,runtime,rating
28,1.3607897758483887,4
29,0.9624536037445068,4
30,5.7152392864227295,4
31,7.852617263793945,4
32,9.887301206588745,4
33,2.868600368499756,4
34,4.7269299030303955,7
35,7.774848699569702,4
36,2.9730799198150635,4
37,5.8260369300842285,1
38,0.9838626384735107,4
39,11.351457834243774,3
40,3.10160231590271,4
41,1.670259714126587,4
42,4.809101343154907,4
43,1.3365979194641113,4
44,1.502216100692749,4
45,0.8628363609313965,4
46,3.533487319946289,1
47,0.87123703956604,4
48,0.8603672981262207,4
